codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.2.4.1.8.00.0.0.00.00.00.00.000;02;0201;709.193,50;238.750,00;0000;"TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;871.760,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.0.0.00.00.00.00.000;02;0201;709.193,50;238.750,00;0000;"TRANSFERENCIA DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES";S;05;000;871.760,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.7.0.00.00.00.00.000;02;0201;231.587,50;0,00;0000;"TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE";S;06;000;394.154,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.7.1.00.00.00.00.000;02;0201;231.587,50;0,00;0000;"TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE - PRINCIPAL";S;06;000;394.154,28;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.7.1.03.00.00.00.000;02;0201;231.587,50;0,00;1208;"EQUIP. PATRULHA AGRICOLA PROP007855/2020SICONV RV1208";A;07;000;231.587,50;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.7.1.04.00.00.00.000;02;0201;0,00;0,00;1211;"EQUIP. PATRULHA AGRICOLA PROP004861/2020SICONV RV1211";A;07;000;162.566,78;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.9.0.00.00.00.00.000;02;0201;477.606,00;238.750,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO";S;06;000;477.606,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.9.1.00.00.00.00.000;02;0201;477.606,00;238.750,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL";S;06;000;477.606,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.9.1.04.00.00.00.000;02;0201;238.750,00;238.750,00;1209;"RECAPEAMENTO ASFALTICO CONV896694/2019SICONV RV1209";A;07;000;238.750,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.1.8.10.9.1.05.00.00.00.000;02;0201;238.856,00;0,00;1210;"RECAPEAMENTO ASFALTICO CONV903783/2020SICONV RV1210";A;07;000;238.856,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0000;"TRANSFERENCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";S;03;000;783.084,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0000;"TRANSFERENCIAS DOS ESTADOS, DISTRITO FEDERAL, E DE SUAS ENTIDADES";S;04;000;783.084,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.0.0.00.00.00.00.000;02;0201;0,00;0,00;0000;"TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES";S;05;000;783.084,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.7.0.00.00.00.00.000;02;0201;0,00;0,00;0000;"TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE";S;06;000;708.091,93;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.7.1.00.00.00.00.000;02;0201;0,00;0,00;0000;"TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE - PRINCIPAL";S;06;000;708.091,93;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.7.1.01.00.00.00.000;02;0201;0,00;0,00;1212;"CONVENIO PAVIMENTA RS - PAVIMENTACAO RC1212";A;07;000;708.091,93;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.9.0.00.00.00.00.000;02;0201;0,00;0,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS";S;06;000;74.992,77;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.9.1.00.00.00.00.000;02;0201;0,00;0,00;0000;"OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS - PRINCIPAL";S;06;000;74.992,77;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.2.4.2.8.10.9.1.01.00.00.00.000;02;0201;0,00;0,00;1007;"CONSULTA POPULAR RS 2019 SEC.AGRIC.PESC.DESENV.RUR RV1007";A;07;000;74.992,77;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.0.0.0.00.0.0.00.00.00.00.000;02;0201;3.104.400,00;2.829.366,58;0000;"RECEITAS CORRENTES INTRAORCAMENTARIAS";S;01;000;3.104.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.0.0.00.0.0.00.00.00.00.000;02;0201;3.104.400,00;2.829.366,58;0000;CONTRIBUICOES;S;02;000;3.104.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.0.00.0.0.00.00.00.00.000;02;0201;3.104.400,00;2.829.366,58;0000;"CONTRIBUICOES SOCIAIS";S;03;000;3.104.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.00.0.0.00.00.00.00.000;02;0201;3.104.400,00;2.829.366,58;0000;"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;3.104.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.01.0.0.00.00.00.00.000;02;0201;0,00;6.283,08;0000;"CONTRIBUICAO DO SERVIDOR CIVIL PARA O PLANO DE SEGURIDADE SOCIAL - CPSSS - ESPECIFICO DE EST/DF/MUN";S;05;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.01.4.0.00.00.00.00.000;12;1201;0,00;6.283,08;0000;"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - INTRA-ORCAMENTARIA";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.01.4.2.00.00.00.00.000;12;1201;0,00;6.283,08;0050;"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA - INTRA-OFSS";A;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.0.0.00.00.00.00.000;12;1201;2.954.400,00;2.675.738,14;0000;"CPSSS PATRONAL - SERVIDOR CIVIL - ESPECIFICO DE EST/DF/MUN";S;05;000;2.954.400,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.1.0.00.00.00.00.000;12;1201;2.949.172,84;2.640.684,53;0000;"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO";S;06;000;2.949.172,84;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.1.1.00.00.00.00.000;12;1201;2.949.172,84;2.640.684,53;0000;"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL";S;06;000;2.949.172,84;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.1.1.01.00.00.00.000;12;1201;1.299.172,84;1.168.840,18;0050;"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - NORMAL - PRINCIPAL";A;07;000;1.299.172,84;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.1.1.02.00.00.00.000;12;1201;1.650.000,00;1.471.844,35;0050;"CPSSS PATRONAL - AMORTIZACAO DO PASSIVO ATUARIAL - PRINCIPAL";A;07;000;1.650.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.2.0.00.00.00.00.000;02;0201;0,00;14.698,21;0000;"CPSSS PATRONAL - SERVIDOR INATIVO INTRA-ORCAMENTARIA";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.2.1.00.00.00.00.000;12;1201;0,00;14.698,21;0050;"CPSS PATRONAL - SERVIDOR CIVIL INATIVO - PRINCIPAL INTRA-ORCAMENTARIA";A;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.3.0.00.00.00.00.000;02;0201;5.227,16;5.229,91;0000;"CPSSS PATRONAL - SERVIDOR CIVIL - PENSIONISTAS INTRAORCAMENTARIA";S;06;000;5.227,16;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.3.1.00.00.00.00.000;12;1201;5.227,16;5.229,91;0050;"CPSSS PATRONAL - SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";A;06;000;5.227,16;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.4.0.00.00.00.00.000;02;0201;0,00;15.125,49;0000;"CPSSS PATRONAL - ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - INTRA-ORCAMENTARIA";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.4.1.00.00.00.00.000;12;1201;0,00;2.347,17;0050;"CPSSS PATRONAL - ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIPAL - INTRA-ORCAMENTARIA";A;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.03.4.2.00.00.00.00.000;12;1201;0,00;12.778,32;0050;"CPSSS PATRONAL - ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA - INTRA-ORCAMENTARIA";A;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.04.0.0.00.00.00.00.000;12;1201;150.000,00;147.345,36;0000;"CPSSS PATRONAL - PARCELAMENTOS - ESPECIFICO DE EST/DF/MUN";S;05;000;150.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.04.1.0.00.00.00.00.000;12;1201;150.000,00;147.345,36;0000;"CPSSS PATRONAL - PARCELAMENTOS - SERVIDOR CIVIL ATIVO";S;06;000;150.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
4.7.2.1.8.04.1.1.00.00.00.00.000;12;1201;150.000,00;147.345,36;0050;"CPSSS PATRONAL - PARCELAMENTOS - SERVIDOR CIVIL ATIVO - PRINCIPAL";A;06;000;150.000,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.0.0.0.0.00.0.0.00.00.00.00.000;02;0201;-3.872.734,78;-5.464.111,27;0000;"(R) DEDUCOES DA RECEITA";S;01;000;-4.807.067,86;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.0.0.0.00.0.0.00.00.00.00.000;02;0201;-3.872.734,78;-5.464.111,27;0000;"(R) DEDUCAO DAS RECEITAS CORRENTES";S;02;000;-4.807.067,86;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.0.0.00.0.0.00.00.00.00.000;02;0201;-87.594,81;-137.203,00;0000;"(R) DEDUCOES DA RECEITA DE IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA";S;03;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.0.00.0.0.00.00.00.00.000;02;0201;-87.594,81;-135.755,14;0000;"(R) DEDUCOES DA RECEITA DE IMPOSTOS";S;04;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.00.0.0.00.00.00.00.000;02;0201;0,00;-1.643,36;0000;"(R)IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";S;05;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.0.0.00.00.00.00.000;02;0201;0,00;-1.643,36;0000;"(R)IMPOSTO SOBRE A RENDA - RETIDO NA FONTE";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.0.00.00.00.00.000;02;0201;0,00;-1.643,36;0000;"(R)IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO";S;06;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.1.00.00.00.00.000;02;0201;0,00;-1.643,36;0000;"(R)IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL";S;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.1.02.00.00.00.000;02;0201;0,00;-1.643,36;0000;"(R)IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO";S;08;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.1.02.01.00.00.000;02;0201;0,00;-986,00;0001;"(R)IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - PROPRI";A;08;108;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.1.02.02.00.00.000;02;0201;0,00;-410,85;0020;"(R)IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - MDE";A;08;108;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.3.03.1.1.02.03.00.00.000;02;0201;0,00;-246,51;0040;"(R)IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - ASPS";A;08;108;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.00.0.0.00.00.00.00.000;02;0201;-87.594,81;-134.111,78;0000;"(R) DEDUCOES DA RECEITA DE IMPOSTOS ESPECIFICOS DE ESTADOS/DF MUNICIPIOS";S;05;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.0.0.00.00.00.00.000;02;0201;-87.594,81;-134.055,00;0000;"(R) DEDUCAO DAS RECEITAS DE IMPOSTOS SOBRE O PATRIMONIO PARA ESTADOS/DF MUNICIPIOS";S;06;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.0.00.00.00.00.000;02;0201;-87.594,81;-120.740,10;0000;"(R)IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";S;06;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.00.00.00.00.000;02;0201;-87.594,81;-93.383,51;0000;"(R) IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";S;07;000;-87.594,81;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.01.00.00.00.000;02;0201;0,00;-56.030,04;0001;"(R) IPTU - PROPRIO";A;08;101;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.01.00.00.00.000;02;0201;-52.556,89;0,00;0001;"(R) IPTU - PROPRIO";A;08;103;-52.556,89;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.02.00.00.00.000;02;0201;0,00;-23.345,94;0020;"(R) IPTU - MDE";A;08;101;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.02.00.00.00.000;02;0201;-21.898,70;0,00;0020;"(R) IPTU - MDE";A;08;103;-21.898,70;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.03.00.00.00.000;02;0201;0,00;-14.007,53;0040;"(R) IPTU - ASPS";A;08;101;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.1.03.00.00.00.000;02;0201;-13.139,22;0,00;0040;"(R) IPTU - ASPS";A;08;103;-13.139,22;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
9.1.1.1.8.01.1.4.00.00.00.00.000;02;0201;0,00;-27.356,59;0000;"(R)IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS DE MORA DA DIVIDA ATIV";S;07;000;0,00;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\BAL_REC.TXT"
